No,AC_YEAR,ENT_NAME,T_GI,T_PAY_ETC,T_JESU,T_OVERTIME_PAY,T_SU,T_EVALUATION,T_SANG,T_PAY_SUM,T_STAFF,T_WYEAR_WMONTH,T_ONE_AVE_PAY,T_AVGPAY_M,T_AVGPAY_W
110,2024,인천광역시계양구시설관리공단,2666928,698538,49948,242545,353282,0,0,4011241,97,0년 99개월,41353,42780,39162
111,2024,인천광역시부평구시설관리공단,7503869,954523,1941163,1960799,1052848,762674,0,14175876,265,0년 94개월,53494,55597,48799
112,2024,남동구도시관리공단,5218599,1119831,382846,869557,449106,238739,0,8278678,184,0년 121개월,44993,52310,39605
113,2024,인천광역시미추홀구시설관리공단,6152376,1213892,580512,347653,512248,512248,0,9318929,205.83000000000001,0년 118개월,45275,49763,38530
114,2024,인천시설공단,42539516,169292,1972762,5023055,3944397,3232635,0,56881657,1036,0년 100개월,54905,58431,48790
115,2024,부산시설공단,51389452,2095414,5389660,4830447,6763330,2243498,0,72711801,1372,0년 84개월,52997,57498,44128
116,2024,중랑구시설관리공단,4443759,932507,299048,411932,1189456,0,0,7276702,126.75,0년 123개월,57410,52972,52079
117,2024,종로구시설관리공단,2665728,626549,191368,403195,182028,163279,0,4232147,84,0년 171개월,50383,52776,46288
118,2024,용산구시설관리공단,6177364,1455247,1951898,1564304,799365,539565,0,12487743,266,0년 94개월,46946,47513,45855
119,2024,영등포구시설관리공단,6944641,561326,621338,1363421,799125,0,0,10289851,255,0년 107개월,40352,42903,37746
120,2024,양천구시설관리공단,5420901,413388,443651,1208479,374706,241652,0,8102777,173.44,0년 111개월,46718,48383,44614
121,2024,송파구시설관리공단,5683082,766659,215286,1133224,540006,359929,0,8698186,164.28,0년 117개월,52947,53193,47503
122,2024,성북구도시관리공단,7961286,1467530,531108,1508937,656814,525409,0,12651084,279,0년 25개월,45344,48274,41818
123,2024,성동구도시관리공단,7768953,449410,412466,1074874,1197705,598996,0,11502404,250.59999999999999,0년 80개월,45899,48530,41431
124,2024,서대문구도시관리공단,4564204,804784,274543,639010,1206325,0,0,7488866,153,0년 112개월,48947,52156,46225
125,2024,마포구시설관리공단,6215160,1217894,501931,920516,626691,256748,0,9738940,214.66,0년 129개월,45369,46922,41072
126,2024,동작구시설관리공단,5138322,298006,473073,931633,574377,383498,0,7798909,149.59999999999999,0년 116개월,52132,55162,44810
127,2024,동대문구시설관리공단,6498078,333286,200118,1046580,754123,410346,0,9242531,203,0년 119개월,45530,48155,41779
128,2024,도봉구시설관리공단,5612348,1369159,1240751,780638,481182,483369,0,9967447,179.33000000000001,0년 119개월,55582,58239,50639
129,2024,금천구시설관리공단,3573424,42763,371140,520401,276454,277454,0,5061636,103.33,0년 136개월,48985,50793,45679
130,2024,구로구시설관리공단,3090895,730939,263865,399701,609060,0,0,5094460,104.67,0년 136개월,48672,52239,42525
131,2024,광진구시설관리공단,8094822,441583,352761,1656404,655043,353979,0,11554592,238.53999999999999,0년 107개월,48439,51267,43656
132,2024,강서구시설관리공단,5150242,1831517,262580,623410,293715,248643,0,8410107,171.63999999999999,0년 134개월,48999,51974,45002
133,2024,강북구도시관리공단,6453731,638788,371304,71297,169730,514776,0,8219626,174,0년 147개월,47239,49820,43116
134,2024,강동구도시관리공단,5444817,12992,963849,951774,708676,0,0,8082108,172.5,0년 101개월,46853,49241,43550
135,2024,강남구도시관리공단,9943743,964255,757082,2323488,1800402,0,0,15788970,301.85000000000002,0년 107개월,52307,54309,48408
136,2024,서울시설공단,145013277,24621038,7464317,5183617,14835508,9444031,19000,206580788,3613.5900000000002,0년 115개월,57168,57660,55313
137,2024,창녕군시설관리공단,4629365,986768,421046,991011,180312,363584,0,7572086,165.56999999999999,0년 68개월,45733,48909,36703
138,2024,청도공영사업공사,899873,140752,109463,116687,25614,202578,0,1494967,22,0년 98개월,67953,61852,37175
139,2024,하남도시공사,6450966,298261,231758,223772,460746,454379,112044,8231926,134.46000000000001,0년 94개월,61222,56201,46496
140,2024,용인도시공사,14466363,1433511,2455164,2397643,2001975,1326883,0,24081539,470.56999999999999,0년 103개월,51175,53229,44572
141,2024,경기평택항만공사,2427520,88575,151842,190962,136378,136378,0,3131655,62.079999999999998,0년 67개월,50445,51825,47997
142,2024,광주도시관리공사,15500221,952026,1230771,782571,1646800,1179680,0,21292069,429.60000000000002,0년 103개월,49563,51490,42784
143,2024,경기관광공사,5006207,129358,312795,755068,323280,336762,0,6863470,110,0년 120개월,62395,65924,57484
144,2024,구리농수산물공사,3324581,380730,214487,209603,377607,266760,0,4773768,68.579999999999998,0년 192개월,69609,66139,64957
145,2024,광주광역시 관광공사,4546362,142927,661126,340677,277437,304311,0,6272840,120,0년 109개월,52274,56412,47849
146,2024,서울특별시농수산식품공사,18997599,1126754,1199618,231561,3043258,1552683,164692,26316165,353.57999999999998,0년 172개월,74428,79283,58321
147,2024,제주특별자치도개발공사,42227160,252818,1386066,3824800,4576015,3263740,827907,56358506,907,0년 111개월,62137,64037,53467
148,2024,경남개발공사,5088207,250511,144424,406578,154056,379451,0,6423227,96,0년 209개월,66909,56713,37523
149,2024,경상북도개발공사,7209105,75255,338936,260359,795751,552811,0,9232217,139,0년 130개월,66419,76348,43485
150,2024,전남개발공사,5367015,1008601,842694,569727,1039290,518980,0,9346307,125.58,0년 129개월,74425,76930,56910
151,2024,전북개발공사,3975540,442301,230851,210559,283494,298449,0,5441194,95,0년 126개월,57276,58842,43203
152,2024,충북개발공사,4035826,41868,314648,388131,569307,316436,0,5666216,94.090000000000003,0년 107개월,60221,65102,44634
153,2024,강원개발공사,6193557,133507,240176,150925,248851,477277,0,7444293,118,0년 122개월,63087,64025,57509
154,2024,경기주택도시공사,39157795,824091,2065690,878965,3048844,3007566,0,48982951,775,0년 124개월,63204,71983,54812
155,2024,대전도시공사,21447013,1476092,1584794,3131922,1832469,1308610,558474,31339374,478,0년 147개월,65564,68100,52205
156,2024,광주광역시도시공사,15326040,171800,1483002,910007,1557878,1038069,0,20486796,298,0년 155개월,68748,69787,65816
157,2024,인천도시공사,24232928,452021,1119648,2097285,1811168,1846533,0,31559583,423.80000000000001,0년 139개월,74468,78271,62654
158,2024,대구도시개발공사,10975265,568468,1029740,608834,780666,785735,148870,14897578,216,0년 155개월,68970,74546,54132
159,2024,부산도시공사,18153639,778502,664846,691736,2669560,926419,309703,24194405,348.33999999999998,0년 117개월,69456,72711,60537
160,2024,서울주택도시개발공사,67380405,952167,8630374,3449039,7582117,5470492,0,93464594,1397,0년 144개월,66904,71214,60018
161,2024,대전교통공사,42313545,2227307,5053525,2897462,2524611,3047830,0,58064280,963,0년 134개월,60295,65260,40989
162,2024,광주교통공사,36324933,1959392,5940380,2403844,2708172,2979318,0,52316039,887,0년 162개월,58981,63172,43590
163,2024,인천교통공사,120074544,9903630,11220605,11900969,11553992,9671098,12500,174337338,2755,0년 117개월,63280,66622,50296
164,2024,대구교통공사,133148619,948031,41584435,7753026,22590409,11580149,28800,217633469,2927.3499999999999,0년 188개월,74345,75861,59010
165,2024,부산교통공사,238361149,32349563,54109803,17451350,16792011,20990911,12000,380066787,4808.7299999999996,0년 180개월,79037,81069,64613
